39,illumination,0.02,100,1.9900 SEEDS,EOS,34a4c875c07140f1046d6c13a4b56c1f5b5e5aad78baa1da67e50c5a055e3f4f
40,igorberlenko,0.03,100,2.5200 SEEDS,EOS,55f34244964633f1037787a07e500ced56934cd34937289d5f71138b6fc7e2af
41,antonisseeds,15.50,100,1550.0000 SEEDS,eos,0de4c735df12a74c15e8833e9e3f068c02d9bbd9eed2caa7cf30aa7deb2f70b2
42,cometogether,19.87,100,1987.1900 SEEDS,BTC,1235d98808f5a11b4e7e173d0374ddce30f7415f3a26b89e1341956fb459d30b
43,clarelaverty,96.49,100,9649.2700 SEEDS,BTC,c2c56d31102c4f0644ae1c5987b210c2c56a48b194f5d1c29c4f0a3168a4c2e9
44,tortungabot1,265.90,100,26589.9400 SEEDS,BTC,11c12cc3790aad266f243b1c48dabf2d2fcb0510a8b7f062840f28e6d0ecf133
45,hackberry111,4.39,100,439.2900 SEEDS,BTC,4a4100a93ff976b4906698c6c15abd6ddb4bce885d7cfda255704bbb97e5cc8f
46,realityfarms,265.62,100,26561.9200 SEEDS,BTC,95519d5e5e1af5ee6b21b6dbd53e1a637adccef6b1718f3cb465d273719af022
47,dangermouse1,2748.40,100,274839.5100 SEEDS,BTC,6a6f245dee0e30505f0e7743aef8d537c8724a99907ff53ae2a2482ae3aea6b5
48,raoulpreller,268.29,100,26829.3400 SEEDS,BTC,cf23c4f8b14c447b6e68c3db827bf55601dc0e307d69b46b20bb3fa69b299d15
49,atrixevoluti,19.33,100,1933.3500 SEEDS,BTC,e6dd292e838e875b22e08933cca818f7a692c2b2607722954902df6dc8167be6
50,obenauscomns,192.88,100,19287.8200 SEEDS,BTC,e62cb8364da7afa974dc454be79747a5afd23a365e784ec6be738491dffb61ce
51,jasonrswamy1,2750.00,100,275000.0000 SEEDS,BTC,e52352fbe556cb4179fa2e0e71e968c7af3f3cfcbc4c49008b7f0c60bb3d9c36
52,jeroenvermee,265.33,100,26532.8000 SEEDS,BTC,d42176bf3ce3cedf16698c6826879f6d3690055fd4e08e8290a4eda8b552fffa
53,visionartist,115.82,100,11582.1300 SEEDS,BTC,f9a368c1fced921ade33c328b34f36c7b219d2d7046ef017de923444584eda43
54,dbeverywhere,2752.08,100,275208.2500 SEEDS,BTC,46db04b701f8bd18d47e0ca016e222f86ec2a3733c78b34c48ef9fb65ff532cd
55,illumination,0.00,100,0.0300 SEEDS,EOS,6269561e4f5e6ca66a8fbc2ca3c0c0bd0179371cf8a2b6ac4fcf1c762edcb9d5
56,markflowfarm,0.00,100,0.0300 SEEDS,EOS,bd1a123bc84ae8a7adf05803fddb768bb5842e42090487be7bf7fa1f432e542c
57,markflowfarm,277.45,100,27744.8200 SEEDS,EOS,a5497c64a364b19688b1063b8d05914eabc2d997ab319d4edb9eb13673664431
58,lindaandrews,11.30,100,1129.5500 SEEDS,EOS,d7092bd49b78e7d60f23e280a121c61a65fbe5d3086c94eb7166ef38d5559fca
59,imscdiddykin,46.33,100,4633.2200 SEEDS,BTC,34211132b1e9f768d90907d636b47924d2dee083f12f6057cf37e1b9dfeca06e
60,christercash,46.68,100,4667.9300 SEEDS,BTC,848726ebeaf1ccf03c9006d63e5c0abcaccb82da38f9e734d7dc5f3acd84d5d8
61,markflowfarm,571.62,100,57162.0300 SEEDS,EOS,af3895a995830d7ea4ea290711381632e9879be23c098b00ba590e193bc81226
62,markflowfarm,1154.82,100,115481.5300 SEEDS,BTC,78bce17a23ea4d68a9a6a84c5c29385bde47b913967eae610dd242cbdc6c243d
63,rosskeeley15,11.67,100,1167.3000 SEEDS,EOS,21f493e3e393ca395ed5fed93ef7d8372d2513f32704f8f3c8db85bba91f0abf
64,markflowfarm,358.99,100,35899.2400 SEEDS,BTC,c1b4b9d307e1ae002c86e35b33e06f91f860f05f05d9f5deec95ef7908f03faa
65,raoulpreller,818.32,100,81832.3600 SEEDS,BTC,b5a6e1a98359ee27a0f59740be498b8aa23d7857010abadb0d92770e3bade7a9
66,jasonrswamy1,283.80,100,28379.6200 SEEDS,BTC,6315f455cad24061cbad7cc882151e3ddf51d1ab9c96dfeeee399d42e94fb8e2
67,dangermouse1,2844.53,100,284453.2600 SEEDS,BTC,d595fd968ae638412aeef8a6196a7580e21492b598f212b0135e62b4d009e2c8
68,anttikaivola,18.12,100,1811.8500 SEEDS,BTC,3ffaef10f3ea991ce0c84a7ea0889b7a4fc5da6eaddaf15b477c43e2d1ba7b79
69,markflowfarm,401.10,100,40109.5800 SEEDS,EOS,ed1b2905e327fef07fe2fe4ee57289bc996f7975c20bb1edb6b436adb707a658
70,nicknotsanta,2925.00,100,292500.0000 SEEDS,BTC,d3b054544b482223b8b73241a677baba265c691f5b9505f0b1ee07fa3c032217
71,clean1planet,4.12,100,412.2300 SEEDS,BTC,6abf9dca410f21d0771954cea32e5a9f0eedbb7a21b328d4700f4d110a7fbb3f
72,illumination,0.31,100,31.0000 SEEDS,EOS,9cd63402759082f847597a51473c311de1e16ac5fa143ef0d233877ae090713f
73,garethpick23,19.34,100,1934.4700 SEEDS,BTC,fdf3f9b28f818bc41560f4c86d14a69d2a36ff48c44216b789b32cb7b2b57a9a
74,raoulpreller,2955.43,100,295542.7400 SEEDS,BTC,5cdbe13e47428637f100f98270dfd75fbcbcb02e131ddb6de2a12c170a860b0e
75,illumination,3.92,100,391.9000 SEEDS,BTC,47b1aabc47a2cf0649886c81028c32a36b0723740f59a9f7ff2a8eb1a010b5c7
76,markflowfarm,819.28,100,81927.9200 SEEDS,EOS,b72ffe64304bee4dd66d676172b36f461606ab0a878a2cf149a67a573d271f1a
77,christercash,113.01,100,11301.4500 SEEDS,BTC,34d68646de4173998c6aaea2a9355f40e998c43252ce2639f5eb3c28d26d5684
78,adafriedrich,56.55,100,5654.8200 SEEDS,BTC,dab04890d2ce869f87b8479f45273bcf62749f725f1ea2f13ab4e7d03e8164fe
79,nicknotsanta,2057.49,100,205748.9900 SEEDS,BTC,a18a5d1314885aff02aa6002879bb0419613cbf0190c5745c97467536ba4d760
80,nicknotsanta,515.93,100,51592.6500 SEEDS,BTC,f5bb869fd6c2abe68fd24d35947c37b63059af09acc219afc78bc1fed0b3e59f
81,ascendedlife,21.26,100,2126.4500 SEEDS,BTC,7e3818f7cefb148f481f10729c192a1059e204bb7e5ada9989784c10195fbab8
82,dangermouse1,2933.78,100,293378.1900 SEEDS,BTC,5c62a96b8e2502d1ea78dd57af14c41df716321fee20315eaf4a805ea5c77b22
83,atmalife2312,56.80,100,5679.8600 SEEDS,BTC,b0e42ff6a8ddb702831546dffc6641e6f19bd69ed82595aa3a7c0fe524e9a29d
84,twakefield14,49.94,100,4994.0700 SEEDS,BTC,e6396e827d53c475fe510b476576d687215c30173f3e6801304ed292465bab6a
85,raoulpreller,2918.22,100,291821.5100 SEEDS,BTC,2506940e40896493599a5e6b88619d6dfa4b392fb8ea357458023769e2a56c20
86,twakefield14,243.04,100,24303.9300 SEEDS,BTC,e4a6d3c5bf77af9b6ba57be6053277e3ba15432cff150c46032f72594d246c52
87,seedbetter34,28.39,100,2839.2800 SEEDS,BTC,e551b36a96f6844221ddcadd0d672ad8c04387aa6b853c2ff7b11a7f351a90a3
88,erisonmeira1,17.61,100,1761.0000 SEEDS,EOS,2f6547d90adad3d7005e0b27b748940c51f47b7802a83143777566f93658848c
89,dbeverywhere,2939.59,100,293959.3300 SEEDS,BTC,1510d23fcdff8b08d440d130e8affcd04f838f514f1052505e2abe5f997dc084
90,nicknotsanta,2431.24,100,243123.9200 SEEDS,BTC,69c6019686ee9d539f2937b95ef7c42645c5f4c8d9d335ab07c2635b4027c105
91,miafinnbea23,70.14,100,7014.3800 SEEDS,BTC,45ad8db7cb5c8796b43dbf1f05dd3844c08780801d452bfd8117e01653cb3ad0
92,mindmonkey12,19.41,100,1941.4800 SEEDS,BTC,65f4908eba4a8c400699076f8a1f9064c8caf5742479d7e6751be6f4dd133e9c
93,ascendedlife,292.47,100,29246.7400 SEEDS,BTC,bc32e694b37ce25374c9d4a858c18395d7ec3b7910d76cefacd05b0bcd4d3b85
94,tiberiusi451,16.72,100,1671.9800 SEEDS,BTC,78588bbc21c02a38fd287b4d84ae6ad24d10b8c9a8912c007f767b9fe5e4757b
95,dangermouse1,3025.97,100,302597.1300 SEEDS,BTC,5728f7f2b7ac9a876fc680eb04027c9172c6f90cfe01ef0c077355db4cd5d65f
96,nicknotsanta,3032.84,100,303284.4300 SEEDS,BTC,583517eb6e303a188ba59ce4a6b09d9da0483be2faf56573448fd65ef3a42890
97,illumination,1003.16,100,100315.8100 SEEDS,BTC,c450d34c57d5fb78e94c733872abdfae475175b5aad446f30678d5fcae7a5664
98,twakefield14,425.41,100,42541.0900 SEEDS,BTC,61a44299e314070268b0f1b80f8705021a6a0eaa70e6b4c9c7b98d88a70f60b2
99,jasonrswamy1,3040.50,100,304049.7200 SEEDS,BTC,b054c91bc09d35cbe12f372e193725c6c018b8b4dc31fcbeb09bef6dab65092c
100,dbeverywhere,1151.86,100,115185.6200 SEEDS,BTC,5b426abaf67f3f7aad36b4f01365430ca80b807d5baf4ebb785974c8deb57c2d
101,miafinnbea23,72.45,100,7244.5400 SEEDS,BTC,67dfc5d7da1ee5047ec2991593a5379a80d7e39b69327fe810c2469df0236198
102,clean1planet,33.99,100,3399.3500 SEEDS,BTC,3f4657f6857c5b39b80c11415b1194f7bb6fe2ca120b25cdcc54b7ab3977a077
103,raoulpreller,3125.30,100,312529.8500 SEEDS,BTC,d519ce122ca383d29646560aec1cf7aec5331ea8fa9163748d0c310a3b15731d
104,drehugo12345,314.18,100,31418.4300 SEEDS,BTC,8dca117bd826528f6e2e658a19aed0552524942da134dbb63fa530476ac6405c
105,drigolove333,20.88,100,2087.9500 SEEDS,BTC,a8c83e7e4db3eed00ba4a42999919d137d6767f9f5cbeed52e0dc2087f818700
106,atmalife2312,60.40,100,6039.5400 SEEDS,BTC,ab93f1be6d930632f1788e4c5d72a98f0339d18e2ef712cc3b297bb0dabb71cc
107,dangermouse1,3232.32,100,323232.0400 SEEDS,BTC,497ac555877b3788e4a9e726539c003eb266804aeef6feb45b2980b193aee8ef
108,jackpalmerhk,312.67,100,31267.4500 SEEDS,BTC,4c6b564c80bdb9db1fadcd311158af031c9ee09bf7e5d6a9b108a3df8a764d00
109,gradinagruiu,19.43,100,1943.0900 SEEDS,BTC,2f0c1ca59977abd3551e227a36085eb6a8e5c4cd193b5a45615b752571d926b9
110,ambicameral1,101.77,100,10176.8400 SEEDS,BTC,dac7d72cd3246f0ab2a799e13f98766f8f20e3a29b03d17493f5a7dedfbc654b
111,ambicameral1,217.93,100,21792.8800 SEEDS,BTC,2adc70a227b987c58dc73d6ba6300b1430ef4c546f5733d2830fe612242bd2d1
112,vixdesignreg,312.48,100,31248.1700 SEEDS,BTC,e7a7ad75652e24ff2973517a5fd1ccefec1f6cb32a170873b360ed3b7b82421f
113,solarhoward1,99.95,100,9994.7600 SEEDS,BTC,f18efb310ca7db33a60d221dcb2a52bbf019be8d1f1cc00c2b04d20fbb5cbd21
114,sapientseeds,19.97,100,1996.5800 SEEDS,BTC,988c0b7107afae7dbb89e5e6d5ef035f849922898e9b299182c888686b9efa05
115,robbowerl322,323.21,100,32321.3100 SEEDS,BTC,4edd8e841074f6c81ef74d448df99f12a3f2d3ce93d87aec874dfdefe64ff775
116,clean1planet,29.98,100,2997.7500 SEEDS,BTC,e3a7d7d1cce75e2b4993caffd0c4e5108b33aef94ceb8e220044c8f5e3cf0ea7
117,twakefield14,249.96,100,24996.3500 SEEDS,BTC,ca002f7739176b1aa47077b22e74c9843ff627699ba85932bda5d3c96eafa1df
118,twakefield14,1024.30,100,102429.8400 SEEDS,EOS,5e292dfe8e50630e8ae852006d86754cccb9d1b0bac866a32111f0eab0e4bfc4
119,markflowfarm,2774.16,100,277415.5200 SEEDS,EOS,e3600e5331c2290d8d6399d1dc465c6cc76ce846dc38960fee389c315534436b
120,raoulpreller,3332.68,100,333267.7800 SEEDS,BTC,915cc82b8b88a6126b01efcffad19cc453e93c4bb9e785cfefbfe9c99fd62b96
121,awakenpros54,322.50,100,32249.6100 SEEDS,BTC,40ac7200c218de13194a4a7c70a2f3579a4af41d3245ea8b1b8122ad70f07d3b
122,aereonecm144,134.52,100,13451.6000 SEEDS,BTC,fdd2a044ed13257530eaf144878c6c12dad5689ca4d73306305f2cf501425709
123,maxbeaso1515,336.83,100,33683.1500 SEEDS,BTC,980b8bbe78c8a1710783bc4b17ef47aabe743f8a47d8bf6f3cc66abd04a7cf2d
124,robbowerl322,343.11,100,34310.8100 SEEDS,BTC,fd84189840dd047438d162a0609f593f512e2ea171192c1e3f232680934d549c
125,walterfritha,335.93,100,33592.5300 SEEDS,BTC,abdb8ef1bf9dc830916ba63aac41f9d6e6213a51a4773f03fc733f1eab55ce9d
126,jacksorelle1,26.56,100,2655.6200 SEEDS,BTC,6f747617b7932d1ffc21d3d1b3542d5accf9f507780414b315b4e62c4a222607
127,twakefield14,265.66,100,26565.8400 SEEDS,BTC,82b87c207b7925f21d652a79164bbe974c1abd8459c5c2679f0dd336f02175b1
128,romboxen1234,201.02,100,20102.0300 SEEDS,BTC,9a36f53091717eee3fa832c9d1169f81ff9d3413f6dfb849259c10318c063daf
129,illumination,9.04,100,904.0600 SEEDS,BTC,f0740a1dd2069269774d148c836a89ae2cebe9e3b72c313ab8e0a7999c21de68
130,dangermouse1,3338.98,100,333898.4800 SEEDS,BTC,95dcd76503d6165b12d601849082bc9a2701342613bbde9702dc0257d79c0f97
131,inhabit4love,19.25,100,1924.5600 SEEDS,BTC,96c2496ffd5c12c336e0d11fec04ad8844a15c60129695127ea8b7612f1b900d
132,walterfritha,2528.92,100,252891.5800 SEEDS,BTC,940f8b43d037d58f26d664bbd4e7dc9deaafca4405b7c6b5ddd3af54dcf9e099
133,markflowfarm,2490.64,100,249064.2200 SEEDS,EOS,43486ed919c64c9b6b61f18cc0e2064140b6122ce4dda82838b5eb2bd554ca7f
134,mightygs1331,13.10,100,1309.8700 SEEDS,BTC,13fc239e173f6592cd0ec35c03e3e581b08cd80d910987bcc401e165d2a3890d
135,romboxen1234,239.03,100,23902.9200 SEEDS,EOS,a412fb858a4733604232da6218e29f7ef24043f535551909e339c5e35a568236
136,seedbetter34,129.05,100,12904.5900 SEEDS,BTC,0a0f50458e3f0f5af375cb719687e16afc887d6db58541f0c130942f213c6584
137,thealchemist,57.64,100,5764.0000 SEEDS,EOS,53076502aef04ea3a0d50ca03c7bb56d622b3df760cb47127030c18613836a54
138,seedbetter34,197.23,100,19722.5700 SEEDS,BTC,525da7acda276733835a1656ccb6568141da690a3e08010848cbd0e6399a2a0d
139,dmitriyseeds,46.78,100,4677.9900 SEEDS,EOS,42cad998b7af1e3df28acaf74fee2873e7ce625a0555da8b43818d6922f406dd
140,gradinagruiu,3296.48,100,329648.4900 SEEDS,BTC,7753bbd8ccf8e1ea35b3e8976fec7ac90cf6544f82df635c9c7e869ad72a7ab1
141,mitchj31v553,333.13,100,33313.0500 SEEDS,EOS,eaa359864c531d712e614dc26f6ee776d314975d8a2cc1a9ad6fe0ed119b7873
142,mitchj31v553,334.65,100,33464.6900 SEEDS,EOS,4d0da1f6a95fc1c2067e11f7c9820df1451ee4e410ca6e2ea264b0ba78ca1d7f
143,rozziesavage,333.24,100,33323.8200 SEEDS,BTC,de546381e0665622afbd6d8763a64705c0287f23f6c78029331f3b33461a3e9e
144,twakefield14,240.84,100,24083.7600 SEEDS,EOS,53bd3da00390bb18034deb67753bc64ce63fedb31fffe3b32cbc085854088f36
145,cryptonick33,340.44,100,34043.6100 SEEDS,BTC,9f14a1818756ad3445b50d3261e07a245582685a23beebafc98c4e4f8995c975
146,esteesh12345,2040.50,100,204049.9800 SEEDS,BTC,ec4a5f03721eb901f59fed011776b741e6663c468bbec26f5202fb16317bb82b
147,minosdoros55,1933.00,100,193300.4100 SEEDS,BTC,d581a9a513ed779860d7ea6658ca6e0418ab30771f9fcab792c9557e20fac23a
148,vixdesignreg,333.07,100,33306.6400 SEEDS,BTC,34a9832b0e3846aa8cde543da990d88e4d6311357c933953f756ca44832356d3
149,mightygs1331,12.79,100,1278.9000 SEEDS,EOS,26c39d285ac1562c8bd9ecc937f96aefce2516e8a253c011dbe7066eb130faf1
150,mightygs1331,0.26,100,26.1000 SEEDS,EOS,035649c75dbdc02b73485bf4662a18e3bfe16dc95075a474c7d957af70ebb96e
151,illumination,0.18,100,18.2700 SEEDS,EOS,0bea09349275faf3e82c2588dee8fb06883f7ac7855dd24e2fcebcf42ec0c7c5
152,minosdoros55,1468.74,100,146874.3800 SEEDS,BTC,e27f6afaccf9c29c68928ea5c3bb4e915070b8dba0ca01abe56dd4c1b4e65b36
153,illumination,0.00,100,0.1500 SEEDS,EOS,525c105da0879c319fd615e3f26cd0db54e6874fe87bb17fc47699d00dc17822
154,illumination,0.00,100,0.1200 SEEDS,EOS,95a91155594b6578bc00fa53c9682a741e428a18ec336ac70075e5392d5858a0
155,illumination,0.00,100,0.2000 SEEDS,EOS,d7d0945410a347c6bed6a700b7c4224f5ee7f0b385cebca3bc243ab91c6913f2
156,stephenreid1,113.35,100,11334.9800 SEEDS,BTC,91d8453b3934ed6a8b007a435e4d7cbd28b94d819afc62514c3785ece6d5f355
157,stephenreid1,33.71,100,3370.5200 SEEDS,BTC,1cc26a78fd5985cb010ad4857cba3dd7b4f09e2905194a5d1e5c8939982d865e
158,stephenreid1,60.48,100,6048.0500 SEEDS,BTC,92defd6d55578ea4dabe0651462d485a1649e7ef2ebc29c7c6ad81207aa9b3be
159,robbowerl322,341.51,100,34151.0100 SEEDS,BTC,752337783eeb4557432e09eedd60b4e3bf53ec39a9be07489403461bfa9ae7c9
160,markflowfarm,3381.69,100,338169.3500 SEEDS,EOS,e570c48eda2651aa7456bc33bd0e6b86328d81afe341e7eb890d1b9876d57b7c
161,markflowfarm,108.29,100,10828.7000 SEEDS,EOS,2439cdae387724a7e1214227ddefc9b407f7653ee61dec1f19efb240094f4ab7
162,dangermouse1,3513.40,100,351340.0500 SEEDS,BTC,a1968db884df96744c6c334deea2369c295cba8d8cc5b237aa21abec9569a4d1
163,drigolove333,56.80,100,5680.2400 SEEDS,BTC,c1700f1ba4e4d58e0c81ee9e01c000d14665e074a42e0466c22585fbee5d825e
164,lovefrequent,354.97,100,35497.2100 SEEDS,BTC,d6b9fc7e2bbc9ccbf5d945ca4135c4e33e2ba3eef11e64d7c6d0c9fcd37d1649
165,atmalife2312,229.43,100,22942.8100 SEEDS,BTC,7dc13c15ca2d4d0d0d9708bb8aceccfd2d3e9424b9eab5a0bc8397958b7d4e1c
166,thenorthstar,42.82,100,4281.5600 SEEDS,BTC,4862df64d023f4541b1c2e1e2a39fa9d80268ca29b4945da32579da45dca91f6
167,walterfritha,3636.61,100,363661.1100 SEEDS,BTC,dc5727f8561e6f7c8ef67138683e1e0234cafec5dc0da746ebab35e4a26a0f0e
168,atmalife2312,133.32,100,13332.0700 SEEDS,BTC,d3a01fd8bebb1da4cbd373075cd0817403b5c5214c415a3303209e09bb1339de
169,illumination,0.00,100,0.2000 SEEDS,EOS,23fb192bbf31876db3291cc94a65f7ff76df4680fe31bec22d82bc64951a59e1
170,romboxen1234,49.99,100,4999.2800 SEEDS,EOS,7843810e6b9a93af687a6d25c039a89774863d123c53f99bc7b90e57238aad6c
171,romboxen1234,356.28,100,35628.0400 SEEDS,EOS,6a25cc208f4d16a64d10bbaf178c4a95359e77564ccd35b08acafff4f71072b0
172,romboxen1234,142.94,100,14294.3800 SEEDS,EOS,f80821d97804c6befd247fdb4805f3371e4489e3885ba70045c95b1e37c5d572
173,growmackenze,19.50,100,1950.5000 SEEDS,BTC,d5dfa7f2e56c12ee1f80f9c5becc856fa51cae8c0eff0ff4a1c23fe05302dd29
174,samdelesque1,123.89,100,12389.1500 SEEDS,BTC,5ff0e1b58a70485093d143c317e6d98292a03adac34dc3d5525c70556b277420
175,gradinagruiu,253.47,100,25347.2600 SEEDS,BTC,5d9d0e580e2cad530e664e28a305a23431388588ee6bfe45848bb45f731563bb
176,dangermouse1,3640.13,100,364012.8800 SEEDS,BTC,78f31aeb1ad830fa78fc15d502f5b426c3db0549832f781c4a05afbe2b836028
177,atmalife2312,355.01,100,35501.4100 SEEDS,BTC,2a24f93ca7de5f4803d0050d5bb32d5090efad13bf74da6a68c502dc1391da88
178,vixdesignreg,285.00,100,28500.1300 SEEDS,BTC,a4bdb756f629829470a4c8ccea92239d710c93d73616c6467246c87080a87eb4
179,robbowerl322,387.02,100,38702.1000 SEEDS,BTC,9851cd862b2c5271ca1675633d62c47dbda832e2474cfd5d247adb89f7c20568
180,abundance111,19.89,100,1988.5100 SEEDS,BTC,c3c2c42e4270ddf1437816ffd5dec66dde0c863f1feeb2d08ef69339717cf134
181,nicknotsanta,2205.00,100,220499.6400 SEEDS,BTC,4b206c002c4ef81e28ba86329961eb3b5c755d422c3f0d15cdcef623cd8c9f4b
182,vincentsar31,96.58,100,9657.6800 SEEDS,BTC,6117d94c2fb501824e8253af80d73885ee8a36ed4f9c4a61f40a79d454d4136b
183,cobybabanicb,51.57,100,5156.9000 SEEDS,EOS,a610ab0ce6e6f76dee6bba4b1724fae817e6f3d12f3a95d864e4c6e357761940
184,solarhoward1,100.08,100,10007.6500 SEEDS,BTC,2ccb2d3c8e44be4072f907be880d719db3028d44098011e26d135c815933d113
185,romboxen1234,158.00,100,15799.9800 SEEDS,EOS,9d33e938f530728b86bd0cb939148eb584eab04144293c68975386b1bb6e2623
186,mindmonkey12,48.09,100,4809.5000 SEEDS,BTC,15b020f9fc7063df1a1fc024f222ff132f0604115608d09a842391742b90b8c4
187,oumniaabidi1,9.97,100,996.6600 SEEDS,EOS,f9ac712aaae0fc0800e06dc7827b9c45f9ce10b93ba584c8b14b5243bf3524d1
188,drigolove333,21.57,100,2157.4000 SEEDS,EOS,f2c832424a35a54ff911bad47a3ede85115618eb8d65b16ae811c5683a389533
189,f4b1vuk1seed,374.89,100,37489.0500 SEEDS,BTC,3e40ef9dbc09862dfea4f80cbc46b9ab08ad552eac9a2e32731e7745b2a6b462
190,cawingraven1,48.67,100,4867.5000 SEEDS,BTC,838ea2d28838118b596702ca1e2e0662d081ce956c931c98012024f4327721b5
